question,answer,answer_index,hops,thinking,cypher_query
"Ai là một trong số các cá nhân đã được trao giải Nobel Văn học, đồng thời có mối liên hệ thông qua lĩnh vực hoạt động với những người đoạt giải khác?
A. Nguyễn Du
B. Vicente Aleixandre
C. William Shakespeare
D. Miguel de Cervantes",B,1,4,"The original question's phrase 'lĩnh vực khoa học nào' is misleading as Nobel Literature is not a scientific field. The Cypher query `RETURN p2.name` and the correct answer 'Vicente Aleixandre' (a person's name) indicate that the rephrased question must ask for a person. The rephrased question 'Ai là một trong số các cá nhân đã được trao giải Nobel Văn học, đồng thời có mối liên hệ thông qua lĩnh vực hoạt động với những người đoạt giải khác?' correctly asks for a single person, mentions the Nobel Prize in Literature, and captures the 'WORKS_IN_FIELD' connection between `p1` (a laureate) and `p2` (the returned person). The correct answer 'Vicente Aleixandre' is a person's name. The distractors (Nguyễn Du, William Shakespeare, Miguel de Cervantes) are also famous literary figures, are of the same type (person's names), and are confirmed not to be in the provided 'TẤT CẢ kết quả từ database' list.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai trong số các nhà khoa học dưới đây đã nghiên cứu cùng lĩnh vực với một cá nhân từng đoạt Giải Nobel Vật lý?
A. Patrick Blackett
B. Nikola Tesla
C. Stephen Hawking
D. Carl Sagan",A,0,4,"The rephrased question asks for a person's name who worked in the same field as a Nobel Prize in Physics laureate. The correct answer is 'Patrick Blackett' (a person's name). The decoys are other famous scientists' names, ensuring they are of the same data type and are not present in the provided forbidden database results.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Công dân của quốc gia nào đã được vinh danh với Giải Nobel Sinh lý học hoặc Y học?
A. Brazil
B. Thổ Nhĩ Kỳ
C. Hoa Kỳ
D. Mexico",C,2,3,"The rephrased question asks about a country whose citizens received the Nobel Prize in Physiology or Medicine. The correct answer 'United States' is translated to 'Hoa Kỳ'. The distractors are other country names (Brazil, Turkey, Mexico) which are not present in the provided database results for this query and are plausible but incorrect.","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Vai trò nghề nghiệp của Olga Tokarczuk là gì?
A. Người viết lời nhạc kịch
B. Nhà phê bình văn học
C. Nhà báo
D. Đạo diễn",A,0,1,"The rephrased question asks about an occupation. The correct answer 'librettist' is translated to 'Người viết lời nhạc kịch'. The distractors ('Nhà phê bình văn học', 'Nhà báo', 'Đạo diễn') are other plausible occupations, are of the same type, and are not present in the forbidden list of database results.","MATCH (p:Person {name: ""Olga Tokarczuk""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Trong số những người dưới đây, ai làm việc trong cùng lĩnh vực với một nhà khoa học đoạt giải Nobel Sinh lý học hoặc Y học?
A. Rudolf Christoph Eucken
B. George Washington Carver
C. Rosalind Franklin
D. Alan Turing",A,0,4,"The question has been rephrased to ask in a singular form: 'Among the people below, who works in the same field as a scientist who won the Nobel Prize in Physiology or Medicine?'. This asks for a person's name, which matches the `RETURN p2.name` in the Cypher query. The correct answer is 'Rudolf Christoph Eucken' (Vietnamese name is the same). The distractors (George Washington Carver, Rosalind Franklin, Alan Turing) are also names of people, are not present in the provided list of database results, and are plausible options of the same data type.","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"John Richard Hicks có cùng quốc tịch với nhân vật nào dưới đây?
A. Paul Nurse
B. Marie Curie
C. Albert Einstein
D. Niels Bohr",A,0,2,"The rephrased question asks for a person who shares the same nationality as John Richard Hicks, focusing on a singular answer. The correct answer 'Paul Nurse' is a person's name as required by the `RETURN p2.name` from the Cypher query. The distractors are other famous individuals (mostly Nobel laureates) who are not from the provided database results and represent different nationalities, ensuring they are incorrect.","MATCH (p1:Person {name: ""John Richard Hicks""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Hãy cho biết tên của một cá nhân đã học tại cùng một cơ sở với người nhận Giải Nobel Vật lý.
A. Stephen Hawking
B. Isaac Newton
C. Leo Esaki
D. Galileo Galilei",C,2,4,"The rephrased question asks for the name of a person who studied at the same organization as a Nobel Physics laureate. The correct answer 'Leo Esaki' is a person's name. The distractors (Stephen Hawking, Isaac Newton, Galileo Galilei) are also names of famous individuals, are of the same type (person's name), and are confirmed not to be present in the provided database results.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name"
"Ai trong số các nhân vật sau đây có cùng quốc tịch với Finn E. Kydland?
A. Marie Curie
B. Odd Hassel
C. Albert Einstein
D. Malala Yousafzai",B,1,2,"The rephrased question asks for a person's name (kiểu 'p2.name' trong truy vấn Cypher) who shares the same nationality as Finn E. Kydland. The correct answer 'Odd Hassel' is a person's name. The distractors ('Marie Curie', 'Albert Einstein', 'Malala Yousafzai') are also person's names, and they are not present in the forbidden database results list.","MATCH (p1:Person {name: ""Finn E. Kydland""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Quốc gia nào dưới đây từng có công dân được trao giải Nobel Văn học?
A. Estonia
B. Philippines
C. Thành phố Tự do Danzig
D. Latvia",C,2,3,"The rephrased question asks about a country (type X) whose citizens received the Nobel Prize in Literature. The correct answer is 'Thành phố Tự do Danzig' (translated from 'Free City of Danzig'), which is a historical political entity (type Y, matching country/entity). The distractors are 'Estonia', 'Philippines', and 'Latvia', which are also countries and are NOT present in the provided list of database results.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Ai là người đã làm việc trong cùng lĩnh vực với một trong những người đoạt Giải Nobel Hòa bình?
A. Albert Einstein
B. Stephen Hawking
C. Leo Esaki
D. Isaac Newton",C,2,4,"The rephrased question asks for the name of a person who worked in the same field as a Nobel Peace Prize laureate. The correct answer is Leo Esaki (Vietnamese). The distractors are other famous people's names, which are of the same type and are not present in the provided forbidden list from the database results.","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Quốc gia nào sau đây có công dân đã từng vinh dự nhận giải Nobel Vật lý?
A. Tây Ban Nha
B. Đức bị Đồng Minh chiếm đóng
C. Bồ Đào Nha
D. Hy Lạp",B,1,3,"The rephrased question asks about a country whose citizens have received the Nobel Prize in Physics. The correct answer is 'Đức bị Đồng Minh chiếm đóng' (Allied-occupied Germany), which is a country name. The decoys 'Tây Ban Nha', 'Bồ Đào Nha', and 'Hy Lạp' are also country names, are of the same type, and are confirmed not to be in the provided database results of countries related to Nobel Physics laureates.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Người nào dưới đây làm việc trong cùng lĩnh vực với một người từng đoạt giải Nobel Hòa bình?
A. Stephen Hawking
B. Nikola Tesla
C. Pierre-Gilles de Gennes
D. Alan Turing",C,2,4,The rephrased question asks for a person's name who works in the same field as a Nobel Peace Prize laureate. The correct answer is Pierre-Gilles de Gennes. The distractors are other famous scientists' names and are not in the forbidden database results list.,"MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Người nào dưới đây có cùng lĩnh vực hoạt động với một cá nhân đã được vinh danh Giải Nobel Hòa bình?
A. Leo Esaki
B. Isaac Newton
C. Leonardo da Vinci
D. Galileo Galilei",A,0,4,"The rephrased question asks for a person who shares the same field of activity as a Nobel Peace Prize laureate (singular person). The correct answer is 'Leo Esaki' as provided. The distractors ('Isaac Newton', 'Leonardo da Vinci', 'Galilei Galilei') are famous individuals, are of the same data type (person's name), and have been verified to NOT be present in the provided list of database results.","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai là người có cùng quốc tịch với Aziz Sancar?
A. Edward Calvin Kendall
B. Max Planck
C. Niels Bohr
D. Werner Heisenberg",A,0,2,"The rephrased question asks for a person who shares the same nationality as Aziz Sancar. The Cypher query returns names of people (p2.name). The correct answer 'Edward Calvin Kendall' is a person's name. The distractors (Max Planck, Niels Bohr, Werner Heisenberg) are also names of Nobel laureates, are of the same type (person's name), and are NOT present in the provided database result list of forbidden distractors.","MATCH (p1:Person {name: ""Aziz Sancar""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai trong số những cá nhân sau đây đã từng là đồng môn của Edgar Douglas Adrian tại cùng một cơ sở giáo dục?
A. Albert Einstein
B. Marie Curie
C. William Lawrence Bragg
D. Linus Pauling",C,2,2,The rephrased question asks for a 'person's name' (tên người) who studied at the same institution as Edgar Douglas Adrian. The correct answer is 'William Lawrence Bragg'. The distractors are also 'person's names' and have been verified to NOT be in the forbidden list from the database results.,"MATCH (p1:Person {name: ""Edgar Douglas Adrian""})-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name"
"Trong số các cá nhân dưới đây, ai là người làm việc trong lĩnh vực mà những người đoạt giải Nobel Hòa bình cũng theo đuổi?
A. Albert A. Michelson
B. Stephen Hawking
C. Nikola Tesla
D. Carl Sagan",A,0,4,"The rephrased question asks for a person's name who works in the same field as Nobel Peace Prize recipients. The correct answer 'Albert A. Michelson' is a person's name, matching the Cypher query `RETURN p2.name`. The distractors (Stephen Hawking, Nikola Tesla, Carl Sagan) are all names of notable individuals, are of the same data type as the correct answer, and have been verified not to be present in the provided database results.","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Nghề nghiệp chính của Desmond Tutu là gì?
A. Nhà ngoại giao
B. Giáo sư đại học
C. Linh mục Anh giáo
D. Thẩm phán",C,2,1,"The rephrased question asks for an occupation. The correct answer is 'Linh mục Anh giáo' (Anglican priest), translated to Vietnamese. The distractors are 'Nhà ngoại giao', 'Giáo sư đại học', and 'Thẩm phán', which are plausible occupations, of the same type, and are not present in the forbidden database results.","MATCH (p:Person {name: ""Desmond Tutu""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Công dân của quốc gia nào đã được vinh danh với giải Nobel Sinh lý học hoặc Y học?
A. Brasil
B. Hàn Quốc
C. Đế quốc Đức
D. México",C,2,3,"The rephrased question asks about a Country, the correct answer is 'Đế quốc Đức' (German Empire), and distractors are countries of the same type and not in the forbidden database list.","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Ai trong số những cá nhân dưới đây đã từng được vinh danh bằng Giải Nobel Hòa bình?
A. Eleanor Roosevelt
B. Harriet Tubman
C. Emily Greene Balch
D. Rosa Parks",C,2,2,"The rephrased question asks about a person who received the Nobel Peace Prize, specifically 'Ai trong số những cá nhân dưới đây đã từng được vinh danh bằng Giải Nobel Hòa bình?' (Who among the individuals below has been honored with the Nobel Peace Prize?). The Cypher query returns a person's name. The correct answer is Emily Greene Balch. The distractors (Eleanor Roosevelt, Harriet Tubman, Rosa Parks) are all names of people, plausible but incorrect for the Nobel Peace Prize, and verified not to be in the provided database list of laureates.","MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Peace Prize""}) RETURN p.name"
"Nghề nghiệp của Paul Flory là gì?
A. Người viết tự truyện
B. Nhà văn
C. Nhà triết học
D. Nhà kinh tế học",A,0,1,"The rephrased question asks about an occupation of Paul Flory. The correct answer 'autobiographer' is translated to 'Người viết tự truyện'. The distractors 'Nhà văn' (Writer), 'Nhà triết học' (Philosopher), and 'Nhà kinh tế học' (Economist) are all occupations and are not present in the forbidden list from the database.","MATCH (p:Person {name: ""Paul Flory""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Trong số những người dưới đây, ai có lĩnh vực nghiên cứu tương tự với các chủ nhân giải Nobel Sinh lý học hoặc Y học?
A. Charles Darwin
B. Gregor Mendel
C. Joseph Murray
D. Rosalind Franklin",C,2,4,"The question has been rephrased to ask about a person working in the same field as Nobel laureates in Physiology or Medicine. The Cypher query returns `p2.name`, so the answer type is a person's name. The correct answer 'Joseph Murray' is a person's name. The distractors (Charles Darwin, Gregor Mendel, Rosalind Franklin) are also person's names and have been carefully checked to ensure they are not in the provided forbidden list from the database results.","MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Quốc gia nào có công dân từng đoạt Giải Nobel Vật lý?
A. Việt Nam
B. Brazil
C. Cộng hòa Nhân dân Trung Hoa
D. Mexico",C,2,3,"The rephrased question asks for a country whose citizens have received the Nobel Prize in Physics. The correct answer is 'Cộng hòa Nhân dân Trung Hoa' (People's Republic of China), which matches the query type (Country name). The distractors are other country names not present in the provided database results and are of the same type as the correct answer.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Công dân của đất nước nào đã được trao Giải thưởng Hòa bình Nobel?
A. Brasil
B. Thái Lan
C. Pháp
D. Bồ Đào Nha",C,2,3,"The rephrased question asks for a country whose citizens received the Nobel Peace Prize, maintaining the singular focus. The correct answer is France (Pháp). The distractors are other country names that are not in the provided database results and are of the same type (countries).","MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Ai trong số những người dưới đây cùng hoạt động trong lĩnh vực của các nhà văn đoạt giải Nobel Văn học?
A. J.K. Rowling
B. Haruki Murakami
C. Wisława Szymborska
D. Stephen King",C,2,4,"The question has been rephrased to ask for a specific person who works in the same field as Nobel Literature laureates (matching the Cypher query's intent to return p2.name). The answer type is a Person's Name. The correct answer is 'Wisława Szymborska'. The distractors (J.K. Rowling, Haruki Murakami, Stephen King) are also person names, are all well-known authors (fitting the 'literature field'), and are confirmed not to be in the provided database result list.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Một tổ chức từng tuyển dụng người đoạt Giải Nobel Vật lý là gì?
A. Đại học Kyushu
B. Đại học Công nghệ Eindhoven
C. University of Manchester
D. Đại học Aarhus",C,2,3,"The rephrased question asks for a singular organization that employed a Nobel laureate in Physics. The correct answer 'University of Manchester' is an organization. The distractors are also organizations, and they are not present in the provided list of database results.","MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:EMPLOYED_BY]->(o:Organization) RETURN o.name"
"Quốc gia nào sau đây đã có công dân được trao Giải Nobel Hóa học?
A. Việt Nam
B. Bra-xin
C. Vương quốc Anh
D. Ni-giê-ri-a",C,2,3,"The question has been rephrased to ask about a country that has had citizens awarded the Nobel Prize in Chemistry (singular focus for the multiple choice). The Cypher query `RETURN c.name` indicates the answer type is 'Country'. The correct answer 'United Kingdom' is translated to 'Vương quốc Anh'. The distractors 'Việt Nam', 'Bra-xin', 'Ni-giê-ri-a' are all countries, are plausible, and crucially, are not present in the list of countries returned by the database query for Nobel Chemistry laureates, thus adhering to the rules.","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Ai là cá nhân từng theo học chung một cơ sở giáo dục với một người đoạt giải Nobel Văn học?
A. Toni Morrison
B. Stephen King
C. J. K. Rowling
D. Harper Lee",A,0,4,"The rephrased question asks for the name of a person who studied at the same educational institution as a Nobel Literature laureate. The correct answer is 'Toni Morrison' as per the database. The distractors (Stephen King, J. K. Rowling, Harper Lee) are also names of people, are plausible in a literary context, and are confirmed NOT to be present in the provided database results list, thus fulfilling the rules.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name"
"Ai trong số những người sau đây làm việc trong cùng lĩnh vực với những người đã được trao Giải thưởng Khoa học Kinh tế của Ngân hàng Thụy Điển tưởng nhớ Alfred Nobel?
A. Myron Scholes
B. Alfred Marshall
C. David Ricardo
D. Thomas Piketty",A,0,4,"The rephrased question asks for the name of a person who works in the same field as Nobel laureates in Economic Sciences. The correct answer is 'Myron Scholes' (a person's name). The distractors are also names of people (Alfred Marshall, David Ricardo, Thomas Piketty), all of whom are significant figures in economics, and none are present in the provided database results to be excluded.","MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Quốc gia nào là quê hương của một người từng đoạt Giải Nobel Văn học?
A. Hà Lan
B. Bra-xin
C. Ác-hen-ti-na
D. Canada",D,3,3,"The redrafted question asks for a country that is the homeland of a Nobel Literature laureate. The correct answer is 'Canada' (a country). The distractor options 'Hà Lan', 'Bra-xin', and 'Ác-hen-ti-na' are also countries and are not present in the forbidden database results.","MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Trong số các lựa chọn dưới đây, ai là người làm việc cùng lĩnh vực với một nhà khoa học từng đoạt giải Nobel Hóa học?
A. Lise Meitner
B. Alan J. Heeger
C. Rosalind Franklin
D. Dmitri Mendeleev",B,1,4,"The original question and Cypher query ask for the name of a person ('p2.name') who works in the same field as a Nobel Chemistry laureate. The rephrased question asks the same, but in a singular, natural Vietnamese sentence. The correct answer 'Alan J. Heeger' is taken directly from the database output. The distractors ('Lise Meitner', 'Rosalind Franklin', 'Dmitri Mendeleev') are also names of scientists, are of the same type as the correct answer, and have been verified not to be in the provided database results list.","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Quốc gia nào có công dân đã từng vinh dự nhận giải thưởng 'Khoa học Kinh tế tưởng nhớ Alfred Nobel'?
A. Na Uy
B. Bỉ
C. Thụy Sĩ
D. Đan Mạch",A,0,3,"The rephrased question asks for a country (singular) whose citizen has received the 'Prize in Economic Sciences in Memory of Alfred Nobel'. The correct answer is 'Norway' (Na Uy). The distractors (Belgium, Switzerland, Denmark) are all countries, plausible, and confirmed not to be present in the forbidden database results list.","MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Ai là một trong những nhà khoa học làm việc trong cùng lĩnh vực với người từng đoạt giải Nobel Hóa học?
A. Stephen Hawking
B. Nikola Tesla
C. Thomas C. Südhof
D. Charles Darwin",C,2,4,"The rephrased question asks for a person's name ('p2.name') who works in the same field as a Nobel Chemistry laureate. The correct answer is Thomas C. Südhof (Vietnamese name, kept as is). The distractors (Stephen Hawking, Nikola Tesla, Charles Darwin) are also names of people, plausible, and verified to NOT be in the provided database results.","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai là người đã có hoạt động trong cùng lĩnh vực với một cá nhân từng được trao Giải Nobel Hóa học?
A. Jimmy Carter
B. Angela Merkel
C. Bill Gates
D. Mahatma Gandhi",A,0,4,"The rephrased question asks for the name of a person who has worked in the same field as a Nobel Chemistry laureate. The correct answer is 'Jimmy Carter' (a person's name). The distractors are other famous people's names ('Angela Merkel', 'Bill Gates', 'Mahatma Gandhi') that are of the same type (person's name) and are explicitly not found in the provided database results (forbidden list).","MATCH (a:Award {name: ""Nobel Prize in Chemistry""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Công dân của quốc gia nào đã từng được vinh danh với Giải thưởng Khoa học Kinh tế tưởng nhớ Alfred Nobel?
A. Thụy Điển
B. Đan Mạch
C. Thụy Sĩ
D. Bỉ",A,0,3,"The redrafted question asks about the country of citizenship for Nobel laureates in Economic Sciences. The correct answer is Sweden (Thụy Điển). The distractors are other countries (Denmark, Switzerland, Belgium) and are not present in the forbidden list from the database.","MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name"
"Nhà khoa học nào dưới đây cũng hoạt động trong lĩnh vực với các cá nhân được vinh danh bằng Giải thưởng Khoa học Kinh tế của Ngân hàng Thụy Điển tưởng nhớ Alfred Nobel?
A. Thomas Schelling
B. Adam Smith
C. John Maynard Keynes
D. Alfred Marshall",A,0,4,"The rephrased question asks for the name of a person who works in the same field as Nobel laureates in Economic Sciences. The correct answer is Thomas Schelling (a person's name). The distractors (Adam Smith, John Maynard Keynes, Alfred Marshall) are also names of famous economists, ensuring they are of the same data type, and they are not present in the forbidden database results list.","MATCH (a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name"
"Ai là một trong những người đã từng theo học tại cùng tổ chức/trường với John C. Mather?
A. Daniel Kahneman
B. Paul Krugman
C. Malala Yousafzai
D. Roger Penrose",A,0,2,"The rephrased question asks for a person's name who studied at the same organization as John C. Mather. The correct answer is Daniel Kahneman (a person's name). The distractors (Paul Krugman, Malala Yousafzai, Roger Penrose) are also names of people and are NOT present in the provided database results list.","MATCH (p1:Person {name: ""John C. Mather""})-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name"
"Trong số những người dưới đây, ai có cùng quốc tịch với William Lawrence Bragg?
A. Michael Faraday
B. John O'Keefe
C. Alan Turing
D. Stephen Hawking",B,1,2,"The rephrased question asks for a person who shares the same nationality as William Lawrence Bragg. The Cypher query `RETURN p2.name` confirms the answer type should be a person's name. The correct answer 'John O'Keefe' is a person's name. The distractors 'Michael Faraday', 'Alan Turing', and 'Stephen Hawking' are also person's names, are plausible, and have been verified to NOT be present in the provided list of database results.","MATCH (p1:Person {name: ""William Lawrence Bragg""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Nghề nghiệp của Olga Tokarczuk là gì?
A. Người hiến tặng
B. Giáo sư
C. Nhà sử học
D. Nhà phê bình",A,0,1,"The rephrased question asks about the occupation of Olga Tokarczuk. The correct answer 'Người hiến tặng' (donor) matches the query type. The distractors 'Giáo sư', 'Nhà sử học', 'Nhà phê bình' are also occupations, are plausible, and are not in the forbidden database results (writer, poet, psychologist, novelist, screenwriter, librettist, publisher).","MATCH (p:Person {name: ""Olga Tokarczuk""})-[:WORKS_AS]->(o:Occupation) RETURN o.name"
"Trong số những người dưới đây, ai là người có cùng quốc tịch với Max Planck?
A. Theodor Mommsen
B. Marie Curie
C. Linus Pauling
D. Martin Luther King Jr.",A,0,2,"The rephrased question asks for a person who shares the same nationality as Max Planck. The correct answer is 'Theodor Mommsen', who was also German. The distractors (Marie Curie, Linus Pauling, Martin Luther King Jr.) are names of famous people (Nobel laureates or prominent figures) and are of the same data type (person's name) but are not in the forbidden database results.","MATCH (p1:Person {name: ""Max Planck""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Trong số những nhân vật đoạt giải Nobel dưới đây, ai có cùng quốc tịch với George Beadle?
A. Marie Curie
B. Leon Cooper
C. Max Planck
D. Niels Bohr",B,1,2,"The rephrased question asks for a person who shares nationality with George Beadle. The correct answer is Leon Cooper. Distractors (Marie Curie, Max Planck, Niels Bohr) are other Nobel laureates who are not present in the provided forbidden database result list and are of the same data type (Person's name).","MATCH (p1:Person {name: ""George Beadle""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name"
"Ai là một trong những nhân vật từng học tại cùng một trường/tổ chức với Selman Abraham Waksman?
A. Niels Bohr
B. Daniel Kahneman
C. Marie Curie
D. Albert Einstein",B,1,2,"The rephrased question asks for a person's name who shared an educational institution with Selman Abraham Waksman. The correct answer, Daniel Kahneman, is a person's name. The distractors (Niels Bohr, Marie Curie, Albert Einstein) are also person's names and are not present in the provided list of forbidden database results.","MATCH (p1:Person {name: ""Selman Abraham Waksman""})-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name"
