"question","answer","answer_index","hops","thinking","cypher_query"
"Người đã tham gia vào 'Hội nghị khoa học 2023' và phát triển các công trình đáng chú ý là ai?
A. Marie Curie
B. Albert Einstein
C. Johannes Stark
D. Niels Bohr","C","2","2","The rephrased question asks for the name of a person who participated in an event ('Hội nghị khoa học 2023') and developed notable works, matching the `p.name` return from the Cypher query. The correct answer 'Johannes Stark' is a person's name. The distractors 'Marie Curie', 'Albert Einstein', and 'Niels Bohr' are also names of notable scientists/Nobel laureates, and they are not present in the provided list of forbidden distractors from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia vào một sự kiện và đồng thời phát triển một công trình đáng chú ý là ai?
A. Marie Curie
B. Nelson Mandela
C. Ralph Bunche
D. Desmond Tutu","C","2","2","The original question asks 'who participated in what event AND developed what work'. The Cypher query returns p.name (person's name) and nw.name (notable work name). The correct answer 'Ralph Bunche' is a person's name. Thus, the rephrased question asks for a person who fits the description. The question 'Người đã tham gia vào một sự kiện và đồng thời phát triển một công trình đáng chú ý là ai?' is a singular, natural Vietnamese rephrasing asking for a person. The correct answer 'Ralph Bunche' is provided. Distractors are other famous Nobel laureates (persons) and are verified not to be in the forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia vào sự kiện World War II và có những công trình khoa học đáng chú ý?
A. Marie Curie
B. Arvid Carlsson
C. Albert Einstein
D. Alexander Fleming","B","1","2","The rephrased question asks for a person's name ('p.name') who participated in 'World War II' and developed 'notable works'. The correct answer is 'Arvid Carlsson'. The distractors ('Marie Curie', 'Albert Einstein', 'Alexander Fleming') are also names of notable scientists/laureates and are not present in the forbidden database results list, ensuring they are valid distractors of the same type.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia một sự kiện và phát triển một công trình đáng chú ý?
A. Marie Curie
B. Niels Bohr
C. Robert Aumann
D. Albert Einstein","C","2","2","The original question asks about people who participated in events and developed notable works. The Cypher query returns `p.name` (person's name) and `nw.name` (notable work name). The provided correct answer is 'Robert Aumann', which is a person's name. Thus, the question is rephrased to ask about a person. The chosen distractors (Marie Curie, Niels Bohr, Albert Einstein) are all names of notable individuals (Nobel laureates or famous scientists) and are confirmed not to be in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia vào sự kiện 'Olympic' và phát triển những công trình khoa học đáng chú ý?
A. Marie Curie
B. Hans Bethe
C. Albert Einstein
D. Niels Bohr","B","1","2","The question has been rephrased to ask for a specific person ('Ai là người...') who participated in the 'Olympic' event and developed notable works. The Cypher query returns `p.name`, indicating a person's name. The correct answer 'Hans Bethe' is a person's name. The distractors (Marie Curie, Albert Einstein, Niels Bohr) are also person's names (famous scientists/Nobel laureates) and have been verified to NOT be in the provided database's full result list, adhering to the 'CẤM dùng làm đáp án nhiễu' rule.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham dự sự kiện ""The International Congress of Mathematicians"" và có các công trình nghiên cứu nổi bật là ai?
A. Marie Curie
B. Albert Einstein
C. Lloyd Shapley
D. Linus Pauling","C","2","2","The question is rephrased to ask about a person (singular) who participated in 'The International Congress of Mathematicians' and had notable works. The Cypher query primarily returns `p.name` (person's name) as the correct answer type. The correct answer is 'Lloyd Shapley'. The distractors ('Marie Curie', 'Albert Einstein', 'Linus Pauling') are also names of famous scientists/Nobel laureates, are of the same data type as the correct answer, and have been confirmed not to be present in the provided forbidden list from the database.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người từng góp mặt trong sự kiện 'The launch of Sputnik 1' và có những công trình phát triển nổi bật là ai?
A. Marie Curie
B. Miguel Ángel Asturias
C. Albert Einstein
D. Nelson Mandela","B","1","2","The rephrased question asks about a person's name who participated in 'The launch of Sputnik 1' and developed notable works. The correct answer 'Miguel Ángel Asturias' is a person's name. The distractors are also names of famous Nobel laureates (Marie Curie, Albert Einstein, Nelson Mandela) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã sáng lập một tổ chức, tham gia một sự kiện và phát triển một công trình đáng chú ý?
A. Alexander Fleming
B. Klaus Hasselmann
C. Linus Pauling
D. Paul Dirac","B","1","4","The rephrased question asks for a single person's name (loại 'Person') who meets the criteria of founding an organization, participating in an event, and developing a notable work. The correct answer 'Klaus Hasselmann' is a person's name. The distractors ('Alexander Fleming', 'Linus Pauling', 'Paul Dirac') are also names of notable scientists/Nobel laureates, are of the same type as the correct answer, and are confirmed not to be in the forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia vào các sự kiện quan trọng và phát triển những công trình khoa học đáng chú ý?
A. Marie Curie
B. George Minot
C. Albert Einstein
D. Linus Pauling","B","1","2","The question has been rephrased to ask for a singular person who participated in significant events and developed notable scientific works. The correct answer is George Minot, a person's name. The distractors (Marie Curie, Albert Einstein, Linus Pauling) are also names of notable scientists/Nobel laureates and are not present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Nhân vật nào dưới đây đã từng tham gia một sự kiện, đồng thời sáng lập một tổ chức và phát triển một công trình nổi bật?
A. Marie Curie
B. Elihu Root
C. Linus Pauling
D. Desmond Tutu","B","1","4","The rephrased question asks for a person who participated in an event, founded an organization, and developed a notable work. The correct answer is 'Elihu Root' (a person's name). The distractors are also names of people and are not present in the forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia vào sự kiện 'Giao điểm hai thế giới' và đã phát triển công trình nghiên cứu nổi bật?
A. Charles Édouard Guillaume
B. Marie Curie
C. Albert Einstein
D. Niels Bohr","A","0","2","The rephrased question asks about a person who participated in the event 'Giao điểm hai thế giới' and developed notable work, aiming for a singular person's name as the answer. The correct answer 'Charles Édouard Guillaume' is a person's name. The distractors are also names of notable people (Nobel laureates) and are not present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia vào một sự kiện, đồng thời sáng lập một tổ chức và phát triển một công trình đáng chú ý là ai?
A. Marie Curie
B. Jody Williams
C. Martin Luther King Jr.
D. Nelson Mandela","B","1","4","The rephrased question asks for a person's name who participated in an event, founded an organization, and developed a notable work. The correct answer is Jody Williams. The distractors are also names of notable people (Nobel laureates) and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là nhân vật đã vừa sáng lập một tổ chức, vừa tham gia một sự kiện quan trọng, và đồng thời phát triển một công trình đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Kofi Annan
D. Martin Luther King Jr.","C","2","4","The rephrased question asks for the name of a person who met three criteria: founded an organization, participated in an event, and developed a notable work. The correct answer, 'Kofi Annan,' is a person's name. The distractors are also names of famous people (Nobel laureates) and are not from the forbidden list provided in the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Nhân vật nào đã tham gia vào sự kiện 'Giao điểm hai thế giới'?
A. Marie Curie
B. Albert Einstein
C. Frits Zernike
D. Niels Bohr","C","2","2","The question has been rephrased to ask about a person (p.name) who participated in the event 'Giao điểm hai thế giới'. The correct answer is a person's name (Frits Zernike). Distractor options are also person names and are not in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia vào sự kiện World War II và phát triển những công trình nghiên cứu đáng chú ý là ai?
A. Louis de Broglie
B. Niels Bohr
C. Enrico Fermi
D. Max Planck","A","0","2","The rephrased question asks for a person who participated in WWII and developed notable works, which matches the Cypher query returning p.name and nw.name, and the correct answer 'Louis de Broglie' (a person's name). The distractors (Niels Bohr, Enrico Fermi, Max Planck) are also famous scientists (persons' names) and are confirmed not to be in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện World War II và có đóng góp vào những công trình đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Lester B. Pearson
D. Niels Bohr","C","2","2","The rephrased question asks for a person who participated in World War II and developed notable works. The correct answer is 'Lester B. Pearson' (a person's name). The distractors are other famous Nobel laureates' names ('Marie Curie', 'Albert Einstein', 'Niels Bohr') and are not present in the provided forbidden list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia vào sự kiện 'The Second World War' và phát triển một công trình đáng chú ý là ai?
A. Linus Pauling
B. Konrad Emil Bloch
C. Marie Curie
D. Albert Einstein","B","1","2","The rephrased question asks about a person's name who participated in 'The Second World War' and developed a notable work. The correct answer is 'Konrad Emil Bloch'. Distractors are other famous Nobel laureates, ensuring they are of the same type (Person) and not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người nào đã phát triển một công trình khoa học nổi bật, đồng thời sáng lập một tổ chức và tham gia một sự kiện?
A. Marie Curie
B. Joseph Murray
C. Alexander Fleming
D. Niels Bohr","B","1","4","The rephrased question asks for a person's name who fits three criteria: developing a notable work, founding an organization, and participating in an event. The correct answer, 'Joseph Murray', is a person's name. The distractors ('Marie Curie', 'Alexander Fleming', 'Niels Bohr') are also names of notable scientists/Nobel laureates and are not present in the provided forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Nhân vật nào đã cùng lúc tham gia một sự kiện quan trọng, sáng lập một tổ chức và có công trình nghiên cứu nổi bật?
A. Marie Curie
B. Albert Schweitzer
C. Nelson Mandela
D. Martin Luther King Jr.","B","1","4","The question is rephrased to ask for a single person (Nhân vật nào) who simultaneously participated in an event, founded an organization, and developed a notable work, matching the Cypher query's intent (p:Person with multiple relationships). The correct answer is 'Albert Schweitzer' (a person's name). The distractors 'Marie Curie', 'Nelson Mandela', and 'Martin Luther King Jr.' are also famous person's names and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia sự kiện ""Triển lãm World's Fair"" và có công trình khoa học nổi bật?
A. Marie Curie
B. Maurice Allais
C. Linus Pauling
D. Stephen Hawking","B","1","2","The rephrased question asks about a person who participated in the 'World's Fair' event and developed notable works. The correct answer is a person's name, 'Maurice Allais'. The distractors are other famous scientists (Marie Curie, Linus Pauling, Stephen Hawking) of the same type and are not in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người từng tham gia sự kiện và phát triển công trình nổi bật là ai?
A. Marie Curie
B. Miguel Ángel Asturias
C. Albert Einstein
D. Nelson Mandela","B","1","2","The rephrased question asks for a person's name who participated in an event and developed notable work. The correct answer is 'Miguel Ángel Asturias'. The distractors are also person's names (Nobel laureates) and are not present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người vừa thành lập tổ chức, vừa tham gia sự kiện, lại vừa phát triển công trình nổi bật?
A. Jody Williams
B. Malala Yousafzai
C. Wangari Maathai
D. Martin Luther King Jr.","A","0","4","The rephrased question asks for a person who founded an organization, participated in an event, and developed a notable work, matching the Cypher query's intent. The correct answer is 'Jody Williams'. The distractors are other Nobel Peace Prize laureates and are not present in the forbidden database results, ensuring they are valid and similar-typed options.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia sự kiện 'Chủ nghĩa Lãng mạn'?
A. Marie Curie
B. John C. Mather
C. Albert Einstein
D. Stephen Hawking","B","1","2","The rephrased question asks for a person's name related to the event 'Chủ nghĩa Lãng mạn' (Romanticism). The correct answer 'John C. Mather' is a person's name. The distractors are also person's names and are not present in the provided forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia vào sự kiện World War II và có đóng góp đáng kể thông qua công trình của mình là ai?
A. Linus Pauling
B. Joseph Murray
C. Dorothy Hodgkin
D. Enrico Fermi","B","1","2","The question has been rephrased to ask about a person's name who participated in World War II and developed notable works (singular form). The correct answer is Joseph Murray (a person's name) as provided. The distractors are also names of Nobel laureates (Linus Pauling, Dorothy Hodgkin, Enrico Fermi) and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người nào đã từng tham gia vào một sự kiện quan trọng, đồng thời là người sáng lập một tổ chức và đã phát triển nhiều công trình đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Aristide Briand
D. Nelson Mandela","C","2","4","The rephrased question asks for a person ('Người nào') who meets three conditions: participated in an event, founded an organization, and developed notable works. The Cypher query returns `p.name` (person's name). The correct answer 'Aristide Briand' is a person's name. The distractors (Marie Curie, Albert Einstein, Nelson Mandela) are also names of people, and none of them are in the forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Nhân vật nào đã phát triển một công trình nổi bật, đồng thời sáng lập một tổ chức và tham gia vào một sự kiện?
A. Marie Curie
B. Lê Đức Thọ
C. Nelson Mandela
D. Martin Luther King Jr.","B","1","4","The rephrased question asks for the name of a person who developed a notable work, founded an organization, and participated in an event. The correct answer 'Lê Đức Thọ' (Le Duc Tho) is a person's name. The distractors 'Marie Curie', 'Nelson Mandela', and 'Martin Luther King Jr.' are also names of notable people and are not present in the list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người đã tham gia sự kiện World War II và phát triển công trình về vật lý hạt nhân là ai?
A. Albert Einstein
B. Marie Curie
C. Konstantin Novoselov
D. Niels Bohr","C","2","2","The rephrased question asks about a person who participated in World War II and developed nuclear physics work. The correct answer is 'Konstantin Novoselov', which is a person's name. The distractors are also names of notable scientists (Albert Einstein, Marie Curie, Niels Bohr), ensuring they are of the same type as the correct answer and none are present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người nào sau đây được biết đến là đã phát triển một công trình đáng chú ý, sáng lập một tổ chức và tham gia vào nhiều sự kiện?
A. Nelson Mandela
B. Lech Wałęsa
C. Malala Yousafzai
D. Martin Luther King Jr.","B","1","4","The question has been rephrased to ask about a single person who developed a notable work, founded an organization, and participated in events, aligning with the Cypher query's return type (p.name). The correct answer is 'Lech Wałęsa' as provided. The distractors (Nelson Mandela, Malala Yousafzai, Martin Luther King Jr.) are all names of people (Nobel laureates in this case), fitting the type of the correct answer and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người đã tham gia một sự kiện và đồng thời phát triển các công trình nổi bật?
A. Marie Curie
B. Albert Einstein
C. Anwar Sadat
D. Nelson Mandela","C","2","2","The rephrased question asks for a Person who participated in an event and developed notable works. The correct answer 'Anwar Sadat' is a person. The distractors 'Marie Curie', 'Albert Einstein', and 'Nelson Mandela' are also names of notable people (many of whom are Nobel laureates) and are explicitly confirmed not to be present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã vừa thành lập một tổ chức, vừa tham gia vào một sự kiện, và đồng thời phát triển một tác phẩm đáng chú ý?
A. Nelson Mandela
B. Kofi Annan
C. Malala Yousafzai
D. Martin Luther King Jr.","B","1","4","The rephrased question asks for a person who founded an organization, participated in an event, and developed a notable work. The correct answer is 'Kofi Annan' (a person's name). The distractors are also person's names and are not from the excluded database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Người đã sáng lập một tổ chức và tham gia một sự kiện là ai?
A. Nelson Mandela
B. Denis Mukwege
C. Mẹ Teresa
D. Malala Yousafzai","B","1","3","The rephrased question asks for the name of a person who has founded an organization and participated in an event. The Cypher query `RETURN p.name` confirms that the answer should be a person's name. The correct answer 'Denis Mukwege' is a person's name. The distractors 'Nelson Mandela', 'Mẹ Teresa', and 'Malala Yousafzai' are also person's names, are plausible choices (all Nobel laureates known for humanitarian work, similar context), and are confirmed to NOT be in the forbidden list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Trong số những nhân vật sau đây, ai là người đã thành lập một tổ chức và có đóng góp vào việc phát triển một công trình đáng kể?
A. Nelson Mandela
B. Lech Wałęsa
C. Martin Luther King Jr.
D. Malala Yousafzai","B","1","4","The rephrased question asks for a person who founded an organization and developed a notable work. The correct answer is Lech Wałęsa (a person's name), which matches the type returned by `p.name`. The distractors are also names of people, are plausible Nobel-related figures, and are not present in the forbidden database list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Nhân vật lịch sử nào đã đồng thời thành lập một tổ chức, tham gia vào một sự kiện và phát triển một tác phẩm đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Albert Schweitzer
D. Martin Luther King Jr.","C","2","4","The rephrased question asks for a person who founded an organization, participated in an event, and developed a notable work. The correct answer is 'Albert Schweitzer'. The distractors are also names of notable people (Nobel laureates) and are not present in the forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là nhân vật đã phát triển một công trình nổi bật và đồng thời sáng lập một tổ chức?
A. Nelson Mandela
B. Le Duc Tho
C. Malala Yousafzai
D. Martin Luther King Jr.","B","1","4","The rephrased question asks for a person (người/nhân vật) who developed a notable work (công trình nổi bật) and founded an organization (sáng lập một tổ chức), aligning with the `p.name`, `o.name`, `nw.name` from the Cypher query. The correct answer is 'Le Duc Tho' (a person's name in Vietnamese context). The distractors (Nelson Mandela, Malala Yousafzai, Martin Luther King Jr.) are also names of notable individuals, often associated with Nobel Prizes, and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là nhân vật đã tham gia sự kiện và phát triển các công trình khoa học nổi bật?
A. Marie Curie
B. Nikolay Semyonov
C. Linus Pauling
D. Max Planck","B","1","2","The reformulated question asks about a specific person (individual) who both participated in an event and developed notable works. The correct answer 'Nikolay Semyonov' is a person's name. The distractor options (Marie Curie, Linus Pauling, Max Planck) are also names of famous scientists, ensuring they are of the same type as the correct answer. These distractors have been verified to not be present in the provided list of database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia Thế chiến II và phát triển những công trình khoa học đáng chú ý?
A. Enrico Fermi
B. Edward Victor Appleton
C. Linus Pauling
D. J. Robert Oppenheimer","B","1","2","The rephrased question asks for a person's name who participated in WWII and developed notable works, aligning with the Cypher query returning `p.name`. The correct answer is 'Edward Victor Appleton'. The distractors are also names of notable scientists and are not present in the provided exclusion list, adhering to all rules.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Ai là người đã tham gia sự kiện 'World War II' và có những đóng góp công trình nổi bật?
A. E. Donnall Thomas
B. Marie Curie
C. Albert Einstein
D. Alexander Fleming","A","0","2","The rephrased question asks about a person (loại: p.name) who participated in the 'World War II' event and developed notable works. The correct answer 'E. Donnall Thomas' is a person's name. The distractors are also names of famous scientists (of the same type) and were carefully checked to ensure they are NOT in the provided forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã tham gia sự kiện 'World War II' và sau đó thành lập một tổ chức là ai?
A. Marie Curie
B. Nelson Mandela
C. Le Duc Tho
D. Martin Luther King Jr.","C","2","3","The question has been rephrased to ask about the 'Person' (p.name) who participated in 'World War II' and founded an organization, aligning with the provided correct answer 'Le Duc Tho'. The distractors are other famous individuals (person names) and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Ai là người đã tham gia sự kiện ""Vietnam War"" và đồng thời phát triển một công trình đáng chú ý?
A. Marie Curie
B. Albert Einstein
C. Charles Louis Alphonse Laveran
D. Alexander Fleming","C","2","2","The original question asked for people who participated in 'Vietnam War' and developed a notable work. The database returned 'Charles Louis Alphonse Laveran' as the correct answer, which is a person's name. Following the rule to rephrase as a singular question asking for one answer, the question 'Ai là người đã tham gia sự kiện ""Vietnam War"" và đồng thời phát triển một công trình đáng chú ý?' was created, asking for a person's name. The correct answer 'Charles Louis Alphonse Laveran' is placed as an option. Three distractors (Marie Curie, Albert Einstein, Alexander Fleming) are chosen as other famous Nobel laureates, and explicitly checked to ensure they are NOT in the provided list of forbidden names from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người từng tham gia Chiến tranh thế giới thứ hai và có những công trình đáng chú ý là ai?
A. Marie Curie
B. Paul Milgrom
C. Albert Einstein
D. Linus Pauling","B","1","2","The rephrased question asks about a Person who participated in World War II and developed notable works. The correct answer is 'Paul Milgrom' (a person's name). The distractors 'Marie Curie', 'Albert Einstein', 'Linus Pauling' are also person's names and are not present in the forbidden database results list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã sáng lập một tổ chức, tham gia vào một sự kiện và phát triển một công trình đáng chú ý là ai?
A. Marie Curie
B. Martin Luther King Jr.
C. Le Duc Tho
D. Nelson Mandela","C","2","4","The rephrased question asks for the name of a person who founded an organization, participated in an event, and developed a notable work. The correct answer 'Le Duc Tho' is a person's name. The distractors are also names of notable people (Marie Curie, Martin Luther King Jr., Nelson Mandela), are of the same type, and are not present in the provided database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name"
"Ai là người vừa tham gia một sự kiện, vừa sáng lập một tổ chức?
A. Malala Yousafzai
B. Rigoberta Menchú
C. Desmond Tutu
D. Nelson Mandela","B","1","3","The rephrased question asks about a person who both participated in an event and founded an organization. The correct answer is a person's name. The distractors are also names of notable individuals, are of the same type as the correct answer, and are confirmed not to be in the provided forbidden list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Người đã tham gia sự kiện ""Hội nghị Khoa học"" và phát triển công trình khoa học đáng chú ý là ai?
A. William Alfred Fowler
B. Marie Curie
C. Albert Einstein
D. Niels Bohr","A","0","2","The rephrased question asks for a single person ('ai' - who) who participated in the 'Hội nghị Khoa học' event and developed notable works. The Cypher query returns `p.name`, which is a person's name. The correct answer is 'William Alfred Fowler' (a person). The distractors 'Marie Curie', 'Albert Einstein', and 'Niels Bohr' are all Nobel laureates (persons) and are not present in the forbidden list from the database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, nw.name"
"Người đã thành lập một tổ chức và đồng thời tham gia vào một sự kiện là ai?
A. Nelson Mandela
B. Malala Yousafzai
C. Jody Williams
D. Mother Teresa","C","2","3","The original question asks 'Which people founded which organization and participated in which event?'. The Cypher query `RETURN p.name, o.name` and the correct answer 'Jody Williams' indicate we are looking for a person's name. The question has been rephrased to be singular and more direct: 'Người đã thành lập một tổ chức và đồng thời tham gia vào một sự kiện là ai?' (Who is the person who founded an organization and also participated in an event?). The correct answer is 'Jody Williams'. The distractors (Nelson Mandela, Malala Yousafzai, Mother Teresa) are all names of people, consistent with the correct answer type, and have been verified not to be in the 'CẤM dùng làm đáp án nhiễu' list.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
"Ai là người đã tham gia một sự kiện và đồng thời là người sáng lập một tổ chức?
A. Marie Curie
B. Dag Hammarskjöld
C. Nelson Mandela
D. Martin Luther King Jr.","B","1","3","The rephrased question asks for a person's name who participated in an event and founded an organization. The correct answer is 'Dag Hammarskjöld'. The distractors are also names of notable individuals (Nobel laureates or closely associated) and are not present in the provided list of forbidden database results.","MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name"
